coefficient,absolute_value
1.0613115227979064,1.0613115227979064
-1.0045704116428205,1.0045704116428205
0.7219127427465187,0.7219127427465187
-0.6688425383393215,0.6688425383393215
-0.3219944752223239,0.3219944752223239
-0.317669031390989,0.317669031390989
-0.31483663784337296,0.31483663784337296
-0.2489065262553715,0.2489065262553715
0.24889968839929932,0.24889968839929932
0.2450337395192822,0.2450337395192822
-0.22508646019690007,0.22508646019690007
0.21460130071835168,0.21460130071835168
-0.17676825206448663,0.17676825206448663
-0.17645164458981658,0.17645164458981658
-0.17570027472103453,0.17570027472103453
-0.1721138592267355,0.1721138592267355
0.16655691450190296,0.16655691450190296
-0.16388046865593636,0.16388046865593636
-0.16328576680918866,0.16328576680918866
0.1605074577017364,0.1605074577017364
-0.14885927011329303,0.14885927011329303
-0.14807306674764,0.14807306674764
0.14645471106664276,0.14645471106664276
-0.14624266560833313,0.14624266560833313
0.1458649131773795,0.1458649131773795
0.1420811787123645,0.1420811787123645
0.13732720819550864,0.13732720819550864
0.13550647301325405,0.13550647301325405
0.134658712192557,0.134658712192557
0.13259323432800865,0.13259323432800865
0.1277497377468741,0.1277497377468741
0.1256826297104222,0.1256826297104222
-0.12271870413109136,0.12271870413109136
0.12092449031083177,0.12092449031083177
0.11994604005213502,0.11994604005213502
0.10106327909296077,0.10106327909296077
-0.09646761721627924,0.09646761721627924
-0.09555013128536381,0.09555013128536381
-0.09544860574899275,0.09544860574899275
0.09423835160695408,0.09423835160695408
0.09284926533543501,0.09284926533543501
0.08988313513134129,0.08988313513134129
-0.08480127353941466,0.08480127353941466
-0.08395775383229244,0.08395775383229244
0.08083013335252483,0.08083013335252483
-0.08000343425214441,0.08000343425214441
-0.07663075738429943,0.07663075738429943
-0.0752522863927231,0.0752522863927231
0.06774216624714031,0.06774216624714031
-0.06662977064434428,0.06662977064434428
0.06481190134214873,0.06481190134214873
-0.06184206759998094,0.06184206759998094
-0.0585648535548572,0.0585648535548572
-0.0558367285474597,0.0558367285474597
0.0548549980981581,0.0548549980981581
-0.04910854097601611,0.04910854097601611
-0.04573106327245722,0.04573106327245722
-0.045702873916143756,0.045702873916143756
0.04564506715785029,0.04564506715785029
-0.044920274791064,0.044920274791064
-0.04456262432139206,0.04456262432139206
0.04344066995970551,0.04344066995970551
0.04229521837313899,0.04229521837313899
0.039887210471300526,0.039887210471300526
-0.039841333796063944,0.039841333796063944
0.03739812980995481,0.03739812980995481
-0.03278365346065602,0.03278365346065602
-0.03168771419887935,0.03168771419887935
0.03151457683273744,0.03151457683273744
0.03109460587016878,0.03109460587016878
0.03104548567745666,0.03104548567745666
0.024019901795863798,0.024019901795863798
0.02382218804824216,0.02382218804824216
0.023100437711278156,0.023100437711278156
0.023092937731594213,0.023092937731594213
0.022861714969046355,0.022861714969046355
0.02131317011252796,0.02131317011252796
0.01973980503721327,0.01973980503721327
0.0148494145202426,0.0148494145202426
-0.01407157637164681,0.01407157637164681
0.012965161842642627,0.012965161842642627
-0.011943116484333341,0.011943116484333341
-0.010093870393975322,0.010093870393975322
-0.009146282468817022,0.009146282468817022
-0.009006505005583957,0.009006505005583957
0.007397921859859504,0.007397921859859504
0.007355027067641852,0.007355027067641852
0.003226319428652008,0.003226319428652008
-0.002683244212308658,0.002683244212308658
-0.002211787411295082,0.002211787411295082
-0.0007705333659643337,0.0007705333659643337
